12CF7780-9096-4855-A049-40476CEAD362,WORK,work type
F87B8232-F2D8-4286-AC13-422AA54194CE,PERSONAL,personal type
04CD138D-6CE7-4389-919C-6687CF7F011F,ALTERNATE,alternate  type
ee3f90cd-2d51-40e8-a25b-f7c81f8e76b2,INDIA,INDIA_TYPE
7aae5636-8a33-4cbd-8fbf-09d7c143ed6b,USA,USA_TYPE
05e92a12-1241-4a96-92d9-0206e500efee,COUNTRY,country
